CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,H8_Protection of elderly people,H8_Flag,M1_Wildcard,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210121,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,4991,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210122,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,4992,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210123,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,4993,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210124,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,4993,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210125,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,4994,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210126,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,4994,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210127,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,4994,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210128,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,4994,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210129,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,4994,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210130,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,4994,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210131,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,4994,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210201,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,4994,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210202,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,4994,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210203,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,4994,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210204,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,4994,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210205,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,4997,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210206,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5000,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210207,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5001,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210208,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5005,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210209,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5007,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210210,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5007,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210211,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5007,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210212,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5007,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210213,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5009,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210214,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5009,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210215,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5009,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210216,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5013,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210217,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5014,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210218,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5014,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210219,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5014,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210220,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5014,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210221,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5014,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210222,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5015,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210223,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5016,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210224,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5016,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210225,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5016,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210226,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5017,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210227,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5018,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210228,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,2.00,1,,,,,,,,,,,,,,5020,62,43.52,43.52,58.33,58.33,44.17,44.17,50.48,50.48,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210301,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,3.00,1,,,,,,,,,,,,,,5020,62,43.52,43.52,58.33,58.33,45.42,45.42,51.90,51.90,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210302,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,3.00,1,,,,,,,,,,,,,,5020,62,43.52,43.52,58.33,58.33,45.42,45.42,51.90,51.90,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210303,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,2.00,,,3.00,1,3.00,1,,,,,,,,,,,,,,5022,62,43.52,43.52,58.33,58.33,45.42,45.42,51.90,51.90,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210304,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,1.00,,,3.00,1,3.00,1,,,,,,,,,,,,,,5024,62,43.52,43.52,58.33,58.33,42.29,42.29,48.33,48.33,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210305,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,1.00,,,3.00,1,3.00,1,,,,,,,,,,,,,,5024,62,43.52,43.52,58.33,58.33,42.29,42.29,48.33,48.33,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210306,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,1.00,,,3.00,1,3.00,1,,,,,,,,,,,,,,5024,62,43.52,43.52,58.33,58.33,42.29,42.29,48.33,48.33,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210307,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,1.00,,,3.00,1,3.00,1,,,,,,,,,,,,,,5024,62,43.52,43.52,58.33,58.33,42.29,42.29,48.33,48.33,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210308,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,1.00,,,3.00,1,3.00,1,,,,,,,,,,,,,,5026,62,43.52,43.52,58.33,58.33,42.29,42.29,48.33,48.33,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210309,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,1.00,,,3.00,1,3.00,1,,,,,,,,,,,,,,5028,62,43.52,43.52,58.33,58.33,42.29,42.29,48.33,48.33,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210310,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,1.00,,,3.00,1,3.00,1,,,,,,,,,,,,,,5028,62,43.52,43.52,58.33,58.33,42.29,42.29,48.33,48.33,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210311,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,1.00,,,3.00,1,3.00,1,,,,,,,,,,,,,,5028,62,43.52,43.52,58.33,58.33,42.29,42.29,48.33,48.33,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210312,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,1.00,,,3.00,1,3.00,1,,,,,,,,,,,,,,5029,62,43.52,43.52,58.33,58.33,42.29,42.29,48.33,48.33,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210313,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,1.00,,,3.00,1,3.00,1,,,,,,,,,,,,,,5030,62,43.52,43.52,58.33,58.33,42.29,42.29,48.33,48.33,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210314,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,1.00,,,3.00,1,3.00,1,,,,,,,,,,,,,,5031,62,43.52,43.52,58.33,58.33,42.29,42.29,48.33,48.33,,
India,IND,Andaman and Nicobar Islands,IND_AN,STATE_TOTAL,20210315,1.00,1,1.00,1,1.00,1,2.00,1,1.00,1,0.00,,0.00,,3.00,,,,,,2.00,1,3.00,1.00,,,3.00,1,3.00,1,,,,,,,,,,,,,,5031,62,43.52,43.52,58.33,58.33,42.29,42.29,48.33,48.33,,
